platform,post_id_hash,brand,market_group,country_or_region,price_tier,product_category,keyword,publish_time,collect_time,title,description,hashtags,like_count,comment_count,collect_count,share_count,author_follower_bucket,is_sponsored_hint,selling_points,pain_points,sentiment_score,sentiment,engagement_score,log_engagement,save_like_ratio,comment_like_ratio,engagement_percentile,is_high_engagement
xiaohongshu,6c25ddd16bbfe015420d,3CE,K-beauty,South Korea,mid,lip,3CE 唇泥 测评,2026-03-02 00:00:00+00:00,2026-06-30 00:00:00+00:00,3CE 唇泥｜持妆实测,通勤使用8小时记录，持妆实测。下午会暗沉,#唇泥 #K-beauty,154,8,12,11,100k-1m,False,long_wear,oxidation,-1,negative,227,5.429345628954441,0.07792207792207792,0.05194805194805195,0.35135135135135137,False
xiaohongshu,9f1c1aa4f51598bcaebd,3CE,K-beauty,South Korea,mid,lip,3CE 口红 测评,2026-06-21 00:00:00+00:00,2026-06-30 00:00:00+00:00,3CE 口红｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。下午会暗沉,#口红 #K-beauty,635,24,72,6,1k-10k,False,coverage,oxidation,-1,negative,845,6.740519359606223,0.11338582677165354,0.03779527559055118,0.7567567567567568,False
douyin,e5227d9b3e38bc5936dc,3CE,K-beauty,South Korea,mid,lip,3CE 唇泥 测评,2026-02-06 00:00:00+00:00,2026-06-30 00:00:00+00:00,3CE 唇泥｜轻薄服帖,通勤使用8小时记录，轻薄服帖。,#唇泥 #K-beauty,199,14,53,3,1k-10k,False,texture,none,1,positive,342,5.8377304471659395,0.2663316582914573,0.07035175879396985,0.30666666666666664,False
douyin,97912386b7c63d8c2c00,3CE,K-beauty,South Korea,mid,lip,3CE 唇釉 测评,2026-03-11 00:00:00+00:00,2026-06-30 00:00:00+00:00,3CE 唇釉｜持妆实测,通勤使用8小时记录，持妆实测。下午会暗沉,#唇釉 #K-beauty,13,1,4,0,10k-100k,False,long_wear,oxidation,-1,negative,23,3.1780538303479458,0.3076923076923077,0.07692307692307693,0.013333333333333334,False
douyin,b5bad4970c650b0aa2d7,3CE,K-beauty,South Korea,mid,lip,3CE 口红 测评,2026-02-06 00:00:00+00:00,2026-06-30 00:00:00+00:00,3CE 口红｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。敏感肌先试用,#口红 #K-beauty,734,29,216,40,10k-100k,False,coverage,none,0,neutral,1344,7.20414929203594,0.29427792915531337,0.039509536784741145,0.8533333333333334,False
douyin,f46d6bd5b36b20de9754,3CE,K-beauty,South Korea,mid,lip,3CE 唇泥 测评,2026-03-19 00:00:00+00:00,2026-06-30 00:00:00+00:00,3CE 唇泥｜黄皮显白,通勤使用8小时记录，黄皮显白。敏感肌先试用,#唇泥 #K-beauty,154,16,15,4,1k-10k,False,brightening,none,1,positive,228,5.43372200355424,0.09740259740259741,0.1038961038961039,0.22666666666666666,False
douyin,1f6dad989853af6494b3,3CE,K-beauty,South Korea,mid,lip,3CE 唇釉 测评,2026-05-14 00:00:00+00:00,2026-06-30 00:00:00+00:00,3CE 唇釉｜持妆实测,通勤使用8小时记录，持妆实测。略微沾杯,#唇釉 #K-beauty,144,9,51,2,10k-100k,False,long_wear,transfer,-1,negative,270,5.602118820879701,0.3541666666666667,0.0625,0.26666666666666666,False
xiaohongshu,c75ba99a88e3c76b0168,HERA,K-beauty,South Korea,premium,lip,HERA 唇泥 测评,2026-06-23 00:00:00+00:00,2026-06-30 00:00:00+00:00,HERA 唇泥｜持妆实测,通勤使用8小时记录，持妆实测。干皮可能拔干,#唇泥 #K-beauty,134,5,35,12,100k-1m,False,long_wear,dryness,-1,negative,250,5.5254529391317835,0.26119402985074625,0.03731343283582089,0.3783783783783784,False
xiaohongshu,fa765d5e543c13284aec,HERA,K-beauty,South Korea,premium,base,HERA 气垫 测评,2026-05-28 00:00:00+00:00,2026-06-30 00:00:00+00:00,HERA 气垫｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。敏感肌先试用,#气垫 #K-beauty,1293,43,487,76,100k-1m,False,coverage,none,0,neutral,2581,7.856319571406588,0.3766434648105182,0.033255993812838364,1.0,True
xiaohongshu,e893cd155f27976deb23,HERA,K-beauty,South Korea,premium,base,HERA 粉饼 测评,2026-06-15 00:00:00+00:00,2026-06-30 00:00:00+00:00,HERA 粉饼｜持妆实测,通勤使用8小时记录，持妆实测。,#粉饼 #K-beauty,70,7,14,1,1k-10k,False,long_wear,none,0,neutral,115,4.7535901911063645,0.2,0.1,0.12264150943396226,False
xiaohongshu,d147245624e70e1cffe8,HERA,K-beauty,South Korea,premium,base,HERA 粉底液 测评,2026-04-12 00:00:00+00:00,2026-06-30 00:00:00+00:00,HERA 粉底液｜学生党平替,通勤使用8小时记录，学生党平替。略微沾杯,#粉底液 #K-beauty,483,30,43,34,10k-100k,False,value,transfer,-1,negative,731,6.595780513961311,0.08902691511387163,0.062111801242236024,0.7830188679245284,False
xiaohongshu,c8ebb4c93aa536c837ad,HERA,K-beauty,South Korea,premium,base,HERA 气垫 测评,2026-01-19 00:00:00+00:00,2026-06-30 00:00:00+00:00,HERA 气垫｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。敏感肌先试用,#气垫 #K-beauty,190,11,57,17,10k-100k,False,coverage,none,0,neutral,377,5.934894195619588,0.3,0.05789473684210526,0.5094339622641509,False
douyin,143f7566a8bcdb091e35,HERA,K-beauty,South Korea,premium,lip,HERA 唇泥 测评,2026-04-12 00:00:00+00:00,2026-06-30 00:00:00+00:00,HERA 唇泥｜轻薄服帖,通勤使用8小时记录，轻薄服帖。略微沾杯,#唇泥 #K-beauty,336,39,79,29,10k-100k,False,texture,transfer,0,neutral,659,6.492239835020471,0.23511904761904762,0.11607142857142858,0.6266666666666667,False
douyin,5255cf986c3329eb3349,HERA,K-beauty,South Korea,premium,base,HERA 粉底液 测评,2026-04-06 00:00:00+00:00,2026-06-30 00:00:00+00:00,HERA 粉底液｜持妆实测,通勤使用8小时记录，持妆实测。略微沾杯,#粉底液 #K-beauty,453,19,134,20,1k-10k,False,long_wear,transfer,-1,negative,819,6.709304340258298,0.2958057395143488,0.04194260485651214,0.7476635514018691,False
douyin,4a84cad00fac3ab884d8,HERA,K-beauty,South Korea,premium,base,HERA 气垫 测评,2026-03-27 00:00:00+00:00,2026-06-30 00:00:00+00:00,HERA 气垫｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。但有点卡粉,#气垫 #K-beauty,1664,134,484,142,10k-100k,False,coverage,dryness,-1,negative,3326,8.109826276018477,0.29086538461538464,0.08052884615384616,0.9626168224299065,True
douyin,71c2c41a3b529a38b8fc,HERA,K-beauty,South Korea,premium,lip,HERA 口红 测评,2026-03-11 00:00:00+00:00,2026-06-30 00:00:00+00:00,HERA 口红｜学生党平替,通勤使用8小时记录，学生党平替。,#口红 #K-beauty,1800,214,581,84,10k-100k,False,value,none,0,neutral,3642,8.200562797008564,0.3227777777777778,0.11888888888888889,0.9733333333333334,True
douyin,f3240429a12630fee491,HERA,K-beauty,South Korea,premium,base,HERA 气垫 测评,2026-05-01 00:00:00+00:00,2026-06-30 00:00:00+00:00,HERA 气垫｜轻薄服帖,通勤使用8小时记录，轻薄服帖。但有点卡粉,#气垫 #K-beauty,231,10,77,4,1k-10k,False,texture,dryness,0,neutral,417,6.035481432524756,0.3333333333333333,0.04329004329004329,0.32710280373831774,False
xiaohongshu,163229a9fbe80b35847f,AMUSE,K-beauty,South Korea,mid,lip,AMUSE 唇釉 测评,2026-01-21 00:00:00+00:00,2026-06-30 00:00:00+00:00,AMUSE 唇釉｜持妆实测,通勤使用8小时记录，持妆实测。下午会暗沉,#唇釉 #K-beauty,201,10,77,15,1k-10k,False,long_wear,oxidation,-1,negative,420,6.042632833682381,0.38308457711442784,0.04975124378109453,0.47297297297297297,False
xiaohongshu,c7c0f74ab92c4af8b18b,AMUSE,K-beauty,South Korea,mid,lip,AMUSE 唇釉 测评,2026-06-14 00:00:00+00:00,2026-06-30 00:00:00+00:00,AMUSE 唇釉｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。略微沾杯,#唇釉 #K-beauty,39,3,13,1,100k-1m,False,coverage,transfer,-1,negative,74,4.31748811353631,0.3333333333333333,0.07692307692307693,0.04054054054054054,False
xiaohongshu,7442f2e67deda4ca0018,AMUSE,K-beauty,South Korea,mid,lip,AMUSE 唇釉 测评,2026-02-14 00:00:00+00:00,2026-06-30 00:00:00+00:00,AMUSE 唇釉｜黄皮显白,通勤使用8小时记录，黄皮显白。下午会暗沉,#唇釉 #K-beauty,126,9,39,1,100k-1m,False,brightening,oxidation,0,neutral,225,5.420534999272286,0.30952380952380953,0.07142857142857142,0.33783783783783783,False
xiaohongshu,9407e81119802c75f76a,AMUSE,K-beauty,South Korea,mid,lip,AMUSE 唇泥 测评,2026-03-25 00:00:00+00:00,2026-06-30 00:00:00+00:00,AMUSE 唇泥｜持妆实测,通勤使用8小时记录，持妆实测。但有点卡粉,#唇泥 #K-beauty,70,5,7,1,10k-100k,False,long_wear,dryness,-1,negative,97,4.584967478670572,0.1,0.07142857142857142,0.05405405405405406,False
xiaohongshu,2c98ae1dc53c4d4b3de4,AMUSE,K-beauty,South Korea,mid,lip,AMUSE 唇泥 测评,2026-06-18 00:00:00+00:00,2026-06-30 00:00:00+00:00,AMUSE 唇泥｜黄皮显白,通勤使用8小时记录，黄皮显白。下午会暗沉,#唇泥 #K-beauty,433,44,84,21,100k-1m,False,brightening,oxidation,0,neutral,752,6.6240652277998935,0.19399538106235567,0.10161662817551963,0.7094594594594594,False
douyin,34c6fc2cd291a53e3d9e,AMUSE,K-beauty,South Korea,mid,lip,AMUSE 唇釉 测评,2026-05-12 00:00:00+00:00,2026-06-30 00:00:00+00:00,AMUSE 唇釉｜黄皮显白,通勤使用8小时记录，黄皮显白。,#唇釉 #K-beauty,132,12,17,5,10k-100k,False,brightening,none,1,positive,205,5.327876168789581,0.12878787878787878,0.09090909090909091,0.17333333333333334,False
douyin,fb4c364b0f6cd715cfcd,AMUSE,K-beauty,South Korea,mid,lip,AMUSE 唇泥 测评,2026-05-29 00:00:00+00:00,2026-06-30 00:00:00+00:00,AMUSE 唇泥｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。,#唇泥 #K-beauty,327,24,26,17,1k-10k,False,coverage,none,0,neutral,478,6.171700597410915,0.07951070336391437,0.07339449541284404,0.4533333333333333,False
douyin,b965b02f5a8a70a68568,AMUSE,K-beauty,South Korea,mid,lip,AMUSE 口红 测评,2026-01-09 00:00:00+00:00,2026-06-30 00:00:00+00:00,AMUSE 口红｜学生党平替,通勤使用8小时记录，学生党平替。略微沾杯,#口红 #K-beauty,391,31,100,37,1k-10k,False,value,transfer,-1,negative,764,6.639875833826536,0.2557544757033248,0.0792838874680307,0.6933333333333334,False
douyin,c4768d52e6bce683c2f6,AMUSE,K-beauty,South Korea,mid,lip,AMUSE 唇釉 测评,2026-01-03 00:00:00+00:00,2026-06-30 00:00:00+00:00,AMUSE 唇釉｜黄皮显白,通勤使用8小时记录，黄皮显白。略微沾杯,#唇釉 #K-beauty,624,44,231,33,1k-10k,False,brightening,transfer,0,neutral,1273,7.149916836132109,0.3701923076923077,0.07051282051282051,0.84,False
douyin,2e226d3f49762d08f258,AMUSE,K-beauty,South Korea,mid,lip,AMUSE 唇釉 测评,2026-01-16 00:00:00+00:00,2026-06-30 00:00:00+00:00,AMUSE 唇釉｜轻薄服帖,通勤使用8小时记录，轻薄服帖。下午会暗沉,#唇釉 #K-beauty,143,3,10,14,1k-10k,False,texture,oxidation,0,neutral,211,5.356586274672012,0.06993006993006994,0.02097902097902098,0.2,False
xiaohongshu,535bc1bfef9a38423416,Laneige,K-beauty,South Korea,mid,lip,Laneige 口红 测评,2026-02-24 00:00:00+00:00,2026-06-30 00:00:00+00:00,Laneige 口红｜黄皮显白,通勤使用8小时记录，黄皮显白。干皮可能拔干,#口红 #K-beauty,90,5,32,2,1k-10k,False,brightening,dryness,0,neutral,170,5.14166355650266,0.35555555555555557,0.05555555555555555,0.25675675675675674,False
xiaohongshu,5376cbff1bbd5e567bbb,Laneige,K-beauty,South Korea,mid,base,Laneige 粉底液 测评,2026-05-16 00:00:00+00:00,2026-06-30 00:00:00+00:00,Laneige 粉底液｜学生党平替,通勤使用8小时记录，学生党平替。但有点卡粉,#粉底液 #K-beauty,101,3,35,1,1k-10k,False,value,dryness,-1,negative,180,5.198497031265826,0.3465346534653465,0.0297029702970297,0.22641509433962265,False
xiaohongshu,08369e823edb7d8bc32c,Laneige,K-beauty,South Korea,mid,lip,Laneige 口红 测评,2026-03-06 00:00:00+00:00,2026-06-30 00:00:00+00:00,Laneige 口红｜黄皮显白,通勤使用8小时记录，黄皮显白。下午会暗沉,#口红 #K-beauty,1438,161,350,38,10k-100k,False,brightening,oxidation,0,neutral,2574,7.853604813097837,0.24339360222531292,0.11196105702364395,0.9864864864864865,True
xiaohongshu,114eabd4fe026b4984e8,Laneige,K-beauty,South Korea,mid,lip,Laneige 唇釉 测评,2026-01-03 00:00:00+00:00,2026-06-30 00:00:00+00:00,Laneige 唇釉｜轻薄服帖,通勤使用8小时记录，轻薄服帖。敏感肌先试用,#唇釉 #K-beauty,285,21,82,19,1k-10k,False,texture,none,1,positive,548,6.3080984415095305,0.28771929824561404,0.07368421052631578,0.5675675675675675,False
xiaohongshu,1225833ff5c23dc0ac72,Laneige,K-beauty,South Korea,mid,lip,Laneige 唇泥 测评,2026-04-06 00:00:00+00:00,2026-06-30 00:00:00+00:00,Laneige 唇泥｜学生党平替,通勤使用8小时记录，学生党平替。下午会暗沉,#唇泥 #K-beauty,1282,42,361,14,100k-1m,False,value,oxidation,-1,negative,2130,7.664346632098617,0.28159126365054604,0.0327613104524181,0.972972972972973,True
douyin,394040bfebe24fb40e75,Laneige,K-beauty,South Korea,mid,lip,Laneige 口红 测评,2026-06-23 00:00:00+00:00,2026-06-30 00:00:00+00:00,Laneige 口红｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。但有点卡粉,#口红 #K-beauty,730,56,200,37,1k-10k,False,coverage,dryness,-1,negative,1353,7.21081845347222,0.273972602739726,0.07671232876712329,0.8666666666666667,False
douyin,be8c67efc91cf38486f4,Laneige,K-beauty,South Korea,mid,base,Laneige 粉底液 测评,2026-02-05 00:00:00+00:00,2026-06-30 00:00:00+00:00,Laneige 粉底液｜水光奶油肌,通勤使用8小时记录，水光奶油肌。敏感肌先试用,#粉底液 #K-beauty,221,20,37,18,10k-100k,False,texture,none,0,neutral,389,5.966146739123692,0.167420814479638,0.09049773755656108,0.308411214953271,False
douyin,182a9bae0767d2fadf00,Laneige,K-beauty,South Korea,mid,lip,Laneige 唇泥 测评,2026-05-21 00:00:00+00:00,2026-06-30 00:00:00+00:00,Laneige 唇泥｜轻薄服帖,通勤使用8小时记录，轻薄服帖。但有点卡粉,#唇泥 #K-beauty,2120,168,219,81,1k-10k,False,texture,dryness,0,neutral,3137,8.051340933292979,0.10330188679245284,0.07924528301886792,0.96,True
douyin,9b35b8a958d50fa66ea1,Laneige,K-beauty,South Korea,mid,lip,Laneige 口红 测评,2026-03-02 00:00:00+00:00,2026-06-30 00:00:00+00:00,Laneige 口红｜持妆实测,通勤使用8小时记录，持妆实测。干皮可能拔干,#口红 #K-beauty,99,6,8,8,10k-100k,False,long_wear,dryness,-1,negative,151,5.0238805208462765,0.08080808080808081,0.06060606060606061,0.12666666666666668,False
douyin,e3557fe29e9db836a8c5,Laneige,K-beauty,South Korea,mid,lip,Laneige 唇泥 测评,2026-06-22 00:00:00+00:00,2026-06-30 00:00:00+00:00,Laneige 唇泥｜水光奶油肌,通勤使用8小时记录，水光奶油肌。下午会暗沉,#唇泥 #K-beauty,609,46,36,59,10k-100k,False,texture,oxidation,-1,negative,950,6.85751406254539,0.059113300492610835,0.0755336617405583,0.7866666666666666,False
xiaohongshu,162150a84f9973213c78,Mistine,Thai beauty,Thailand,affordable,base,Mistine 粉底液 测评,2026-02-19 00:00:00+00:00,2026-06-30 00:00:00+00:00,Mistine 粉底液｜学生党平替,通勤使用8小时记录，学生党平替。但有点卡粉,#粉底液 #Thai beauty,37,1,8,3,1k-10k,False,value,dryness,-1,negative,64,4.174387269895637,0.21621621621621623,0.02702702702702703,0.04245283018867924,False
xiaohongshu,7b1f74a2c9de007026f1,Mistine,Thai beauty,Thailand,affordable,base,Mistine 粉底液 测评,2026-04-11 00:00:00+00:00,2026-06-30 00:00:00+00:00,Mistine 粉底液｜水光奶油肌,通勤使用8小时记录，水光奶油肌。敏感肌先试用,#粉底液 #Thai beauty,48,3,12,4,100k-1m,False,texture,none,0,neutral,90,4.51085950651685,0.25,0.0625,0.07547169811320754,False
xiaohongshu,badd55bfde947e9a0e89,Mistine,Thai beauty,Thailand,affordable,base,Mistine 气垫 测评,2026-01-24 00:00:00+00:00,2026-06-30 00:00:00+00:00,Mistine 气垫｜水光奶油肌,通勤使用8小时记录，水光奶油肌。但有点卡粉,#气垫 #Thai beauty,1023,96,380,48,1k-10k,False,texture,dryness,-1,negative,2119,7.659171367666058,0.37145650048875856,0.093841642228739,0.9716981132075472,True
xiaohongshu,c950b5ff5c9d14a60ed7,Mistine,Thai beauty,Thailand,affordable,base,Mistine 气垫 测评,2026-04-19 00:00:00+00:00,2026-06-30 00:00:00+00:00,Mistine 气垫｜黄皮显白,通勤使用8小时记录，黄皮显白。略微沾杯,#气垫 #Thai beauty,290,33,81,5,1k-10k,False,brightening,transfer,0,neutral,533,6.280395838960195,0.2793103448275862,0.11379310344827587,0.6226415094339622,False
xiaohongshu,f50985e983d3030667b1,Mistine,Thai beauty,Thailand,affordable,base,Mistine 气垫 测评,2026-05-07 00:00:00+00:00,2026-06-30 00:00:00+00:00,Mistine 气垫｜学生党平替,通勤使用8小时记录，学生党平替。敏感肌先试用,#气垫 #Thai beauty,53,2,16,1,1k-10k,False,value,none,0,neutral,92,4.532599493153256,0.3018867924528302,0.03773584905660377,0.08490566037735849,False
douyin,8347d895b5a250c0ddd3,Mistine,Thai beauty,Thailand,affordable,base,Mistine 粉饼 测评,2026-02-28 00:00:00+00:00,2026-06-30 00:00:00+00:00,Mistine 粉饼｜轻薄服帖,通勤使用8小时记录，轻薄服帖。,#粉饼 #Thai beauty,1471,40,103,130,100k-1m,False,texture,none,1,positive,2147,7.672292455628756,0.07002039428959891,0.027192386131883073,0.9158878504672897,True
douyin,0a1707d2fa759c9ec813,Mistine,Thai beauty,Thailand,affordable,base,Mistine 气垫 测评,2026-03-24 00:00:00+00:00,2026-06-30 00:00:00+00:00,Mistine 气垫｜学生党平替,通勤使用8小时记录，学生党平替。干皮可能拔干,#气垫 #Thai beauty,303,8,118,8,100k-1m,False,value,dryness,-1,negative,579,6.363028103540465,0.38943894389438943,0.026402640264026403,0.5327102803738317,False
douyin,3b8aa3a1858d910b99c3,Mistine,Thai beauty,Thailand,affordable,base,Mistine 粉底液 测评,2026-03-31 00:00:00+00:00,2026-06-30 00:00:00+00:00,Mistine 粉底液｜持妆实测,通勤使用8小时记录，持妆实测。敏感肌先试用,#粉底液 #Thai beauty,774,33,78,60,100k-1m,False,long_wear,none,0,neutral,1176,7.0707241072602764,0.10077519379844961,0.04263565891472868,0.8598130841121495,False
douyin,f61f2a7bb696dceb283e,Mistine,Thai beauty,Thailand,affordable,base,Mistine 气垫 测评,2026-06-12 00:00:00+00:00,2026-06-30 00:00:00+00:00,Mistine 气垫｜黄皮显白,通勤使用8小时记录，黄皮显白。下午会暗沉,#气垫 #Thai beauty,256,20,86,21,1k-10k,False,brightening,oxidation,0,neutral,531,6.2766434893416445,0.3359375,0.078125,0.4672897196261682,False
douyin,1561e55c7fff9f77c6ab,Mistine,Thai beauty,Thailand,affordable,base,Mistine 气垫 测评,2026-01-07 00:00:00+00:00,2026-06-30 00:00:00+00:00,Mistine 气垫｜持妆实测,通勤使用8小时记录，持妆实测。,#气垫 #Thai beauty,291,26,56,12,100k-1m,False,long_wear,none,0,neutral,491,6.198478716492308,0.19243986254295534,0.08934707903780069,0.40186915887850466,False
xiaohongshu,9d4f20c87c07d6decf5b,4U2,Thai beauty,Thailand,affordable,lip,4U2 口红 测评,2026-06-29 00:00:00+00:00,2026-06-30 00:00:00+00:00,4U2 口红｜水光奶油肌,通勤使用8小时记录，水光奶油肌。敏感肌先试用,#口红 #Thai beauty,457,30,84,24,100k-1m,False,texture,none,0,neutral,757,6.630683385642372,0.1838074398249453,0.06564551422319474,0.7297297297297297,False
xiaohongshu,551cc2d7494c825d747c,4U2,Thai beauty,Thailand,affordable,lip,4U2 唇泥 测评,2026-04-26 00:00:00+00:00,2026-06-30 00:00:00+00:00,4U2 唇泥｜轻薄服帖,通勤使用8小时记录，轻薄服帖。略微沾杯,#唇泥 #Thai beauty,594,36,80,11,100k-1m,False,texture,transfer,0,neutral,859,6.756932389247553,0.13468013468013468,0.06060606060606061,0.7837837837837838,False
xiaohongshu,8bf838bfa583253b4245,4U2,Thai beauty,Thailand,affordable,lip,4U2 唇泥 测评,2026-02-04 00:00:00+00:00,2026-06-30 00:00:00+00:00,4U2 唇泥｜水光奶油肌,通勤使用8小时记录，水光奶油肌。下午会暗沉,#唇泥 #Thai beauty,365,15,87,33,1k-10k,False,texture,oxidation,-1,negative,668,6.505784060128229,0.23835616438356164,0.0410958904109589,0.6351351351351351,False
xiaohongshu,558a87cf2532b5e6415f,4U2,Thai beauty,Thailand,affordable,lip,4U2 唇泥 测评,2026-04-23 00:00:00+00:00,2026-06-30 00:00:00+00:00,4U2 唇泥｜水光奶油肌,通勤使用8小时记录，水光奶油肌。,#唇泥 #Thai beauty,686,36,135,29,100k-1m,False,texture,none,0,neutral,1115,7.017506142941256,0.1967930029154519,0.052478134110787174,0.8648648648648649,False
xiaohongshu,a680ebd157cb4a186140,4U2,Thai beauty,Thailand,affordable,lip,4U2 唇泥 测评,2026-01-15 00:00:00+00:00,2026-06-30 00:00:00+00:00,4U2 唇泥｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。略微沾杯,#唇泥 #Thai beauty,462,19,94,31,1k-10k,False,coverage,transfer,-1,negative,781,6.661854740545311,0.20346320346320346,0.04112554112554113,0.7432432432432432,False
douyin,e77e6089b39ce0be2fe5,4U2,Thai beauty,Thailand,affordable,lip,4U2 口红 测评,2026-02-18 00:00:00+00:00,2026-06-30 00:00:00+00:00,4U2 口红｜持妆实测,通勤使用8小时记录，持妆实测。干皮可能拔干,#口红 #Thai beauty,520,27,184,51,1k-10k,False,long_wear,dryness,-1,negative,1095,6.999422467507961,0.35384615384615387,0.051923076923076926,0.8133333333333334,False
douyin,8d2e3e510b91b9789404,4U2,Thai beauty,Thailand,affordable,lip,4U2 口红 测评,2026-06-25 00:00:00+00:00,2026-06-30 00:00:00+00:00,4U2 口红｜轻薄服帖,通勤使用8小时记录，轻薄服帖。但有点卡粉,#口红 #Thai beauty,257,21,41,23,1k-10k,False,texture,dryness,0,neutral,450,6.111467339502679,0.15953307392996108,0.08171206225680934,0.44,False
douyin,181442eb87774f884e8d,4U2,Thai beauty,Thailand,affordable,lip,4U2 唇釉 测评,2026-02-13 00:00:00+00:00,2026-06-30 00:00:00+00:00,4U2 唇釉｜黄皮显白,通勤使用8小时记录，黄皮显白。,#唇釉 #Thai beauty,337,18,78,6,10k-100k,False,brightening,none,1,positive,547,6.306275286948016,0.2314540059347181,0.05341246290801187,0.5466666666666666,False
douyin,e874a0fc5b63099e972e,4U2,Thai beauty,Thailand,affordable,lip,4U2 唇泥 测评,2026-04-15 00:00:00+00:00,2026-06-30 00:00:00+00:00,4U2 唇泥｜轻薄服帖,通勤使用8小时记录，轻薄服帖。干皮可能拔干,#唇泥 #Thai beauty,600,61,136,9,100k-1m,False,texture,dryness,0,neutral,1021,6.92951677076365,0.22666666666666666,0.10166666666666667,0.8,False
douyin,2278e3adcacd545ae195,4U2,Thai beauty,Thailand,affordable,lip,4U2 口红 测评,2026-06-25 00:00:00+00:00,2026-06-30 00:00:00+00:00,4U2 口红｜学生党平替,通勤使用8小时记录，学生党平替。下午会暗沉,#口红 #Thai beauty,143,12,29,4,10k-100k,False,value,oxidation,-1,negative,237,5.472270673671475,0.20279720279720279,0.08391608391608392,0.25333333333333335,False
xiaohongshu,185cc514e3bc72cba452,Cathy Doll,Thai beauty,Thailand,affordable,base,Cathy Doll 粉饼 测评,2026-06-23 00:00:00+00:00,2026-06-30 00:00:00+00:00,Cathy Doll 粉饼｜轻薄服帖,通勤使用8小时记录，轻薄服帖。敏感肌先试用,#粉饼 #Thai beauty,1083,33,331,57,100k-1m,False,texture,none,1,positive,1982,7.592366128519796,0.3056325023084026,0.030470914127423823,0.9433962264150944,True
xiaohongshu,68ab848d6f10dee00edb,Cathy Doll,Thai beauty,Thailand,affordable,base,Cathy Doll 气垫 测评,2026-06-23 00:00:00+00:00,2026-06-30 00:00:00+00:00,Cathy Doll 气垫｜学生党平替,通勤使用8小时记录，学生党平替。敏感肌先试用,#气垫 #Thai beauty,189,10,41,13,10k-100k,False,value,none,0,neutral,330,5.802118375377063,0.21693121693121692,0.05291005291005291,0.46226415094339623,False
xiaohongshu,fbf2808f12c80296d6ea,Cathy Doll,Thai beauty,Thailand,affordable,base,Cathy Doll 气垫 测评,2026-01-11 00:00:00+00:00,2026-06-30 00:00:00+00:00,Cathy Doll 气垫｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。敏感肌先试用,#气垫 #Thai beauty,411,20,71,36,1k-10k,False,coverage,none,0,neutral,701,6.553933404025811,0.17274939172749393,0.04866180048661801,0.7641509433962265,False
xiaohongshu,34919cc7f511953aae0a,Cathy Doll,Thai beauty,Thailand,affordable,base,Cathy Doll 粉底液 测评,2026-05-28 00:00:00+00:00,2026-06-30 00:00:00+00:00,Cathy Doll 粉底液｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。下午会暗沉,#粉底液 #Thai beauty,394,14,64,7,100k-1m,False,coverage,oxidation,-1,negative,571,6.349138991379798,0.16243654822335024,0.03553299492385787,0.6792452830188679,False
xiaohongshu,c881b940c70afb4cc3c6,Cathy Doll,Thai beauty,Thailand,affordable,base,Cathy Doll 气垫 测评,2026-03-07 00:00:00+00:00,2026-06-30 00:00:00+00:00,Cathy Doll 气垫｜轻薄服帖,通勤使用8小时记录，轻薄服帖。但有点卡粉,#气垫 #Thai beauty,443,38,79,14,10k-100k,False,texture,dryness,0,neutral,719,6.579251212010101,0.17832957110609482,0.08577878103837472,0.7735849056603774,False
douyin,795b384fb3d6a75d0bfc,Cathy Doll,Thai beauty,Thailand,affordable,base,Cathy Doll 粉底液 测评,2026-04-23 00:00:00+00:00,2026-06-30 00:00:00+00:00,Cathy Doll 粉底液｜学生党平替,通勤使用8小时记录，学生党平替。但有点卡粉,#粉底液 #Thai beauty,203,6,35,2,100k-1m,False,value,dryness,-1,negative,291,5.676753802268282,0.1724137931034483,0.029556650246305417,0.2523364485981308,False
douyin,a0c67a1a26596af8a449,Cathy Doll,Thai beauty,Thailand,affordable,base,Cathy Doll 粉底液 测评,2026-03-25 00:00:00+00:00,2026-06-30 00:00:00+00:00,Cathy Doll 粉底液｜水光奶油肌,通勤使用8小时记录，水光奶油肌。敏感肌先试用,#粉底液 #Thai beauty,505,51,199,45,10k-100k,False,texture,none,0,neutral,1140,7.039660349862076,0.3940594059405941,0.100990099009901,0.8411214953271028,False
douyin,0ea376fa77afa279057f,Cathy Doll,Thai beauty,Thailand,affordable,base,Cathy Doll 粉饼 测评,2026-02-28 00:00:00+00:00,2026-06-30 00:00:00+00:00,Cathy Doll 粉饼｜黄皮显白,通勤使用8小时记录，黄皮显白。略微沾杯,#粉饼 #Thai beauty,177,10,13,3,1k-10k,False,brightening,transfer,0,neutral,232,5.4510384535657,0.07344632768361582,0.05649717514124294,0.19626168224299065,False
